year,month,day,water_level,hour,precipitation,sluice_status
2013,4,17,474.16,19,20,C
2013,4,18,474.17,7,,C
2013,4,18,474.17,19,,C
2013,4,19,474.17,7,,C
2013,4,19,474.17,19,,C
2013,4,20,474.17,7,,O
2013,4,20,474.15,19,,O
2013,4,21,474.15,7,,O
2013,4,21,474.12,19,,O
2013,4,22,474.12,7,,O
2013,4,22,474,19,,O
2013,4,23,473.88,7,,O
2013,4,23,473.75,19,,O
2013,4,24,473.75,7,,O
2013,4,24,473.67,19,,O
2013,4,25,473.56,7,,O
2013,4,25,473.49,19,,O
2013,4,26,473.6,7,41,C
2013,4,26,473.85,19,17.5,C
2013,4,27,473.9,7,,C
2013,4,27,473.86,19,,C
2013,4,28,473.82,7,,C
2013,4,28,473.78,19,1,C
2013,4,29,473.95,7,36,O
2013,4,29,473.03,19,,O
2013,4,30,473.06,7,7.5,O
2013,4,30,473.1,19,30,O
2013,5,1,474.3,7,,O
2013,5,1,474.2,19,5,O
2013,5,2,474.15,7,12,O
2013,5,2,474.13,19,,O
2013,5,3,474.07,7,,O
2013,5,3,473.9,19,,O
2013,5,4,473.8,7,14,O
2013,5,4,473.7,19,,O
2013,5,5,473.54,7,3,O
2013,5,5,473.35,19,,O
2013,5,6,473.09,7,,O
2013,5,6,473.08,19,22,O
2013,5,7,472.93,7,5,O
2013,5,7,472.69,19,,O
2013,5,8,472.44,7,,O
2013,5,8,472.4,19,,O
2013,5,9,472.4,7,,C
2013,5,9,472.4,19,,C
2013,5,10,472.45,7,13,C
2013,5,10,472.4,19,,C
2013,5,11,472.4,7,2,C
2013,5,11,472.4,19,,C
2013,5,12,472.42,7,9,S
2013,5,12,472.45,19,,S
2013,5,13,472.5,7,13,S
2013,5,13,472.55,19,,S
2013,5,14,472.6,7,,S
2013,5,14,472.65,19,,S
2013,5,15,472.7,7,,S
2013,5,15,472.75,19,,S
2013,5,16,472.8,7,,C
2013,5,16,472.88,19,,C
2013,5,17,472.95,7,,C
2013,5,17,472.96,19,,C
2013,5,18,472.96,7,,C
2013,5,18,472.97,19,,C
2013,5,19,472.97,7,,C
2013,5,19,472.98,19,,C
2013,5,20,472.98,7,,C
2013,5,20,472.99,19,,C
2013,5,21,472.99,7,,C
2013,5,21,473,19,,C
2013,5,22,473,7,,C
2013,5,22,473,19,,C
2013,5,23,473.01,7,,C
2013,5,23,473.02,19,3,C
2013,5,24,473.04,7,,C
2013,5,24,473.06,19,2,C
2013,5,25,473.07,7,,C
2013,5,25,473.12,19,7,C
2013,5,26,473.15,7,,C
2013,5,26,473.18,19,,C
2013,5,27,473.2,7,,C
2013,5,27,473.22,19,,C
2013,5,28,473.23,7,,C
2013,5,28,473.24,19,,C
2013,5,29,473.25,7,,C
2013,5,29,473.26,19,,C
2013,5,30,473.3,7,,C
2013,5,30,473.35,19,,C
2013,5,31,473.36,7,,C
2013,5,31,473.37,19,,C
2013,6,1,473.39,7,,O
2013,6,1,473.34,19,,O
2013,6,2,473.32,7,,O
2013,6,2,473.17,19,,O
2013,6,3,473.1,7,,O
2013,6,3,472.9,19,,O
2013,6,4,472.7,7,,O
2013,6,4,472.5,19,,O
2013,6,5,472.3,7,,O
2013,6,5,472.05,19,,O
2013,6,6,471.82,7,7,O
2013,6,6,471.6,19,,O
2013,6,7,471.38,7,4,O2
2013,6,7,471.08,19,,O2
2013,6,8,470.9,7,8,O
2013,6,8,470.7,19,,O
2013,6,9,470.45,7,,O1
2013,6,9,470.2,19,,O1
2013,6,10,469.92,7,,O1
2013,6,10,469.6,19,6,O1
2013,6,11,469.65,7,,O
2013,6,11,469.7,19,,O
2013,6,12,469.72,7,,C
2013,6,12,469.54,19,,C
2013,6,13,469.54,7,,C
2013,6,13,469.54,19,,C
2013,6,14,469.53,7,,O
2013,6,14,469.53,19,,C
2013,6,15,469.53,7,,O
2013,6,15,469.5,19,,O
2013,6,16,469.5,7,,C
2013,6,16,469.5,19,,C
2013,6,17,469.5,7,,C
2013,6,17,469.5,19,,C
2013,6,18,469.5,7,,C
2013,6,18,469.05,19,,C
2013,6,19,469.05,7,,O
2013,6,19,468.7,19,,O
2013,6,20,468.7,7,,C
2013,6,24,469.4,7,40,C
2013,6,24,472,19,79,C
2013,6,25,472.23,7,5,C
2013,6,25,472.38,19,,C
2013,6,26,472.46,7,,C
2013,6,26,472.44,19,,S
2013,6,27,472.5,7,,C
2013,6,27,472.65,19,2,C
2013,6,28,472.75,7,8,O
2013,6,28,472.9,19,3,C
2013,6,29,472.84,7,1,C
2013,6,29,472.92,19,,C
2013,6,30,472.96,7,,S
2013,6,30,472.94,19,,S
2013,7,1,472.95,7,,C
2013,7,1,472.97,19,,C
2013,7,2,473.03,7,9,C
2013,7,2,473.32,19,10,S
2013,7,3,473.47,7,1,S
2013,7,3,473.68,19,9,S
2013,7,4,473.8,7,3,S
2013,7,4,473.88,19,,S
2013,7,5,473.97,7,,C
2013,7,5,474,19,,C
2013,7,6,474.05,7,,C
2013,7,6,474.12,19,,C
2013,7,7,474.16,7,,C
2013,7,7,474.23,19,8,S
2013,7,8,474.36,7,7,C
2013,7,8,474.45,19,1,O
2013,7,9,474.5,7,,O
2013,7,9,474.53,19,9,O
2013,7,10,474.56,7,1,O
2013,7,10,474.7,19,20,O
2013,7,11,475.02,7,29,O
2013,7,11,475.38,19,3,O
2013,7,12,475.52,7,,O
2013,7,12,475.64,19,4,O
2013,7,13,475.74,7,,O
2013,7,13,475.79,19,,O
2013,7,14,476.24,7,61,O
2013,7,14,476.67,19,,O
2013,7,15,476.85,7,20,O
2013,7,15,477.2,19,29,O
2013,7,16,477.75,7,34,O
2013,7,16,478.22,19,16,O
2013,7,17,478.5,7,3,O
2013,7,17,478.7,19,,O
2013,7,18,478.78,7,,O
2013,7,18,478.85,19,,O
2013,7,19,478.96,7,14,O
2013,7,19,479,19,5,O
2013,7,20,479.2,7,17,O
2013,7,20,479.29,19,6,O
2013,7,21,479.3,7,,O
2013,7,21,479.35,19,5,O
2013,7,22,479.35,7,7,O
2013,7,22,479.32,19,,O
2013,7,23,479.29,7,,O
2013,7,23,479.25,19,,O
2013,7,24,479.22,7,,O
2013,7,24,479.2,19,,O
2013,7,25,479.14,7,,O
2013,7,25,479.1,19,,O
2013,7,26,479.05,7,3,O
2013,7,26,478.98,19,,O
2013,7,27,478.95,7,,O
2013,7,27,478.87,19,,O
2013,7,28,478.87,7,21,O
2013,7,28,479.34,19,26,O
2013,7,29,479.54,7,25,O
2013,7,29,479.66,19,13,O
2013,7,30,479.59,7,3,O
2013,7,30,479.5,19,,O
2013,7,31,479.53,7,23,O
2013,7,31,479.5,19,,O
2013,8,1,479.45,7,,L
2013,8,1,479.4,19,,L
2013,8,2,479.35,7,,L
2013,8,2,479.32,19,,L
2013,8,3,479.19,7,,L
2013,8,3,479.32,19,40,L
2013,8,4,479.55,7,39,O
2013,8,4,479.6,19,1,O
2013,8,5,479.92,7,64,L
2013,8,5,479.72,19,,L
2013,8,6,479.57,7,,O
2013,8,6,479.48,19,,O
2013,8,7,479.4,7,1,O
2013,8,7,479.36,19,1,O
2013,8,8,479.35,7,1,O
2013,8,8,479.32,19,2,O
2013,8,9,479.3,7,4,O
2013,8,9,479.26,19,,O
2013,8,10,479.24,7,1,L
2013,8,10,479.25,19,13,L
2013,8,11,479.24,7,,L
2013,8,11,479.21,19,2,L
2013,8,12,479.2,7,1,L
2013,8,12,479.16,19,,L
2013,8,13,479.12,7,,L
2013,8,13,479.12,19,,L
2013,8,14,479.12,7,,C
2013,8,14,479.11,19,,C
2013,8,15,479.11,7,,C
2013,8,15,479.11,19,,C
2013,8,16,479.12,7,,O
2013,8,16,479.12,19,1,O
2013,8,17,479.12,7,17,O
2013,8,17,479.12,19,,O
2013,8,18,479.18,7,15,S
2013,8,18,479.25,19,2,S
2013,8,19,479.3,7,2,L
2013,8,19,479.33,19,,L
2013,8,20,479.4,7,,L
2013,8,20,479.41,19,1,L
2013,8,21,479.45,7,,S
2013,8,21,479.46,19,,S
2013,8,22,479.47,7,,S
2013,8,22,479.54,19,3,S
2013,8,23,479.46,7,,S
2013,8,23,479.47,19,,S
2013,8,24,479.47,7,1,S
2013,8,24,479.54,19,16,S
2013,8,25,479.6,7,23,S
2013,8,25,479.8,19,8,S
2013,8,26,479.91,7,,S
2013,8,26,479.98,19,,S
2013,8,27,480.03,7,,S
2013,8,27,480.07,19,,S
2013,8,28,480.12,7,5,S
2013,8,28,480.15,19,,S
2013,8,29,480.17,7,,S
2013,8,29,480.2,19,,S
2013,8,30,480.21,7,,S
2013,8,30,480.38,19,61,S
2013,8,31,480.3,7,,L
2013,8,31,480.28,19,5,L
2013,9,1,480.33,7,19,L
2013,9,1,480.3,19,7,L
2013,9,2,480.28,7,2,L
2013,9,2,480.28,19,,L
2013,9,3,480.26,7,,L
2013,9,3,480.25,19,,L
2013,9,4,480.27,7,14,L
2013,9,4,480.27,19,3,L
2013,9,5,480.27,7,8,L
2013,9,5,480.28,19,7,L
2013,9,6,480.27,7,,L
2013,9,6,480.26,19,1,L
2013,9,7,480.26,7,,L
2013,9,7,480.25,19,,L
2013,9,8,480.25,7,,L
2013,9,8,480.25,19,,L
2013,9,9,480.24,7,,L
2013,9,9,480.23,19,,L
2013,9,10,480.22,7,,L
2013,9,10,480.22,19,,S
2013,9,11,480.22,7,,S
2013,9,11,480.22,19,,S
2013,9,12,480.23,7,,S
2013,9,12,480.23,19,,S
2013,9,13,480.23,7,,S
2013,9,13,480.23,19,3,S
2013,9,14,480.22,7,,S
2013,9,14,480.22,19,,S
2013,9,15,480.2,7,,S
2013,9,15,480.2,19,,S
2013,9,16,480.19,7,,S
2013,9,16,480.18,19,,S
2013,9,17,480.18,7,,S
2013,9,17,480.19,19,,S
2013,9,18,480.19,7,,S
2013,9,18,480.2,19,,S
2013,9,19,480.2,7,,S
2013,9,19,480.21,19,,S
2013,9,20,480.21,7,,S
2013,9,20,480.21,19,,S
2013,9,21,480.22,7,,S
2013,9,21,480.22,19,,S
2013,9,22,480.22,7,,S
2013,9,22,480.22,19,,S
2013,9,23,480.22,7,,S
2013,9,23,480.22,19,,S
2013,9,24,480.23,7,4,S
2013,9,24,480.23,19,2,S
2013,9,25,480.31,7,5,S
2013,9,25,480.31,19,,S
2013,9,26,480.32,7,2,S
2013,9,26,480.32,19,,S
2013,9,27,480.33,7,,S
2013,9,27,480.33,19,,S
2013,9,28,480.34,7,,S
2013,9,28,480.34,19,,S
2013,9,29,480.35,7,,S
2013,9,29,480.35,19,,S
2013,9,30,480.35,7,,S
2013,9,30,480.35,19,,S
2013,10,1,480.29,7,,C
2013,10,1,480.24,19,,C
2013,10,2,480.24,7,,C
2013,10,2,480.24,19,,C
2013,10,3,480.24,7,,C
2013,10,3,480.24,19,,C
2013,10,4,480.25,7,,C
2013,10,4,480.25,19,,C
2013,10,5,480.25,7,,C
2013,10,5,480.25,19,,C
2013,10,6,480.25,7,,C
2013,10,6,480.25,19,,C
2013,10,7,480.26,7,,C
2013,10,7,480.26,19,,C
2013,10,8,480.26,7,,C
2013,10,8,480.26,19,,C
2013,10,9,480.26,7,,C
2013,10,9,480.26,19,,C
2013,10,10,480.26,7,,C
2013,10,10,480.26,19,,C
2013,10,11,480.26,7,,C
2013,10,11,480.26,19,,C
2013,10,12,480.26,7,,C
2013,10,12,480.26,19,,C
2013,10,13,480.26,7,,C
2013,10,13,480.26,19,,C
2013,10,14,480.26,7,,C
2013,10,14,480.26,19,,C
2013,10,15,480.26,7,,C
2013,10,15,480.26,19,,C
2013,10,16,480.26,7,,C
2013,10,16,480.26,19,,C
2013,10,17,480.26,7,,C
2013,10,17,480.26,19,,C
2013,10,18,480.26,7,,C
2013,10,18,480.26,19,,C
2013,10,19,480.26,7,,C
2013,10,19,480.26,19,,C
2013,10,20,480.26,7,,C
2013,10,20,480.26,19,,C
2013,10,21,480.26,7,,C
2013,10,21,480.26,19,,C
2013,10,22,480.26,7,,C
2013,10,22,480.26,19,,C
2013,10,23,480.26,7,,C
2013,10,23,480.26,19,,C
2013,10,24,480.28,7,22,C
2013,10,24,480.3,19,5,C
2013,10,25,480.3,7,,C
2013,10,25,480.3,19,,C
2013,10,26,480.3,7,,C
2013,10,26,480.3,19,,C
2013,10,27,480.3,7,,C
2013,10,27,480.3,19,,C
2013,10,28,480.3,7,,C
2013,10,28,480.3,19,,C
2013,10,29,480.3,7,,C
2013,10,29,480.3,19,1,C
2013,10,30,480.3,7,,C
2013,10,30,480.3,19,,C
2013,10,31,480.3,7,,C
2013,10,31,480.3,19,,C
2013,11,1,480.3,7,,C
2013,11,1,480.3,19,,C
2013,11,2,480.3,7,,C
2013,11,2,480.3,19,,C
2013,11,3,480.3,7,,C
2013,11,3,480.3,19,,C
2013,11,4,480.3,7,,C
2013,11,4,480.3,19,,C
2013,11,5,480.3,7,,C
2013,11,5,480.3,19,,C
2013,11,6,480.3,7,,C
2013,11,6,480.3,19,,C
2013,11,7,480.3,7,,C
2013,11,7,480.3,19,,C
2013,11,8,480.3,7,,C
2013,11,8,480.3,19,,C
2013,11,9,480.3,7,,C
2013,11,9,480.3,19,,C
2013,11,10,480.3,7,,C
2013,11,10,480.3,19,,C
2013,11,11,480.3,7,,C
2013,11,11,480.3,19,,C
2013,11,12,480.3,7,,C
2013,11,12,480.3,19,,C
2013,11,13,480.3,7,,C
2013,11,13,480.3,19,,C
2013,11,14,480.3,7,,C
2013,11,14,480.3,19,,C
2013,11,15,480.3,7,,C
2013,11,15,480.3,19,,C
2013,11,16,480.3,7,,C
2013,11,16,480.3,19,,C
2013,11,17,480.3,7,,C
2013,11,17,480.3,19,,C
2013,11,18,480.3,7,,C
2013,11,18,480.29,19,,C
2013,11,19,480.29,7,,C
2013,11,19,480.29,19,,C
2013,11,20,480.28,7,,C
2013,11,20,480.28,19,,C
2013,11,21,480.28,7,,C
2013,11,21,480.28,19,,C
2013,11,22,480.28,7,,C
2013,11,22,480.28,19,,C
2013,11,23,480.28,7,,C
2013,11,23,480.27,19,,C
2013,11,24,480.27,7,,C
2013,11,24,480.27,19,,C
2013,11,25,480.27,7,,C
2013,11,25,480.27,19,,C
2013,11,26,480.27,7,,C
2013,11,26,480.27,19,,C
2013,11,27,480.26,7,,C
2013,11,27,480.26,19,,C
2013,11,28,480.26,7,,C
2013,11,28,480.26,19,,C
2013,11,29,480.26,7,,C
2013,11,29,480.26,19,,C
2013,11,30,480.26,7,,C
2013,11,30,480.26,19,,C
2013,12,1,480.25,7,,C
2013,12,1,480.25,19,,C
2013,12,2,480.25,7,,C
2013,12,2,480.28,19,,C
2013,12,3,480.24,7,,C
2013,12,3,480.24,19,,C
2013,12,4,480.24,7,,C
2013,12,4,480.24,19,,C
2013,12,5,480.24,7,,C
2013,12,5,480.24,19,,C
2013,12,6,480.24,7,,C
2013,12,6,480.24,19,,C
2013,12,7,480.23,7,,C
2013,12,7,480.23,19,,C
2013,12,8,480.23,7,,C
2013,12,8,480.23,19,,C
2013,12,9,480.23,7,,C
2013,12,9,480.23,19,,C
2013,12,10,480.23,7,,C
2013,12,10,480.22,19,,C
2013,12,11,480.22,7,,C
2013,12,11,480.22,19,,C
2013,12,12,480.21,7,,C
2013,12,12,480.21,19,,C
2013,12,13,480.21,7,,C
2013,12,13,480.21,19,4,C
2013,12,14,480.26,7,55,C
2013,12,14,480.3,19,6,C
2013,12,15,480.38,7,50,C
2013,12,15,480.45,19,67,C
2013,12,16,480.45,7,18,C
2013,12,16,480.32,19,,C
2013,12,17,480.22,7,,C
2013,12,17,480.22,19,,C
2013,12,18,480.22,7,,C
2013,12,18,480.23,19,,C
2013,12,19,480.24,7,,C
2013,12,19,480.25,19,,C
2013,12,20,480.26,7,,C
2013,12,20,480.27,19,,C
2013,12,21,480.28,7,,C
2013,12,21,480.28,19,,C
2013,12,22,480.29,7,,C
2013,12,22,480.29,19,,C
2013,12,23,480.29,7,,C
2013,12,23,480.3,19,,C
2013,12,24,480.3,7,,C
2013,12,24,480.3,19,,C
2013,12,25,480.31,7,,C
2013,12,25,480.31,19,,C
2013,12,26,480.32,7,,C
2013,12,26,480.32,19,,C
2013,12,27,480.33,7,,C
2013,12,27,480.33,19,,C
2013,12,28,480.34,7,,C
2013,12,28,480.34,19,,C
2013,12,29,480.35,7,,C
2013,12,29,480.35,19,,C
2013,12,30,480.35,7,,C
2013,12,30,480.35,19,,C
2013,12,31,480.35,7,,C
2013,12,31,480.35,19,,C
2014,1,1,480.35,7,,C
2014,1,1,480.35,19,,C
2014,1,2,480.36,7,,C
2014,1,2,480.35,19,,C
2014,1,3,480.34,7,,O
2014,1,3,480.28,19,,O
2014,1,4,480.25,7,,O
2014,1,4,480.2,19,,O
2014,1,5,480.17,7,,O
2014,1,5,480.13,19,,O
2014,1,6,480.1,7,,O
2014,1,6,480.06,19,,O
2014,1,7,480.03,7,,O
2014,1,7,480,19,,O
2014,1,8,479.98,7,,O
2014,1,8,479.96,19,,O
2014,1,9,479.94,7,,O
2014,1,9,479.87,19,,O
2014,1,10,479.85,7,,O
2014,1,10,479.8,19,,O
2014,1,11,479.77,7,,O
2014,1,11,479.76,19,,O
2014,1,12,479.75,7,,O
2014,1,12,479.72,19,,O
2014,1,13,479.7,7,,O
2014,1,13,479.7,19,3.5,O
2014,1,14,479.7,7,,C
2014,1,14,479.69,19,,C
2014,1,15,479.69,7,,C
2014,1,15,479.67,19,,C
2014,1,16,479.66,7,,S
2014,1,16,479.65,19,,S
2014,1,17,479.65,7,,S
2014,1,17,479.65,19,,S
2014,1,18,479.65,7,,S
2014,1,18,479.65,19,,S
2014,1,19,479.64,7,,S
2014,1,19,479.64,19,,S
2014,1,20,479.63,7,,S
2014,1,20,479.62,19,,S
2014,1,21,479.62,7,,S
2014,1,21,479.62,19,,S
2014,1,22,479.62,7,,S
2014,1,22,479.58,19,,S
2014,1,23,479.56,7,,S
2014,1,23,479.52,19,,S
2014,1,24,479.52,7,,O
2014,1,24,479.49,19,,O
2014,1,25,479.49,7,,O
2014,1,25,479.48,19,,O
2014,1,26,479.48,7,,O
2014,1,26,479.45,19,,O
2014,1,27,479.44,7,,O
2014,1,27,479.41,19,,O
2014,1,28,479.38,7,,O
2014,1,28,479.36,19,,O
2014,1,29,479.36,7,,O
2014,1,29,479.34,19,,O
2014,1,30,479.33,7,,S
2014,1,30,479.31,19,,S
2014,1,31,479.3,7,,O
2014,1,31,479.3,19,,O
2014,2,1,479.3,7,,C
2014,2,1,479.3,19,,C
2014,2,2,479.3,7,,C
2014,2,2,479.3,19,,C
2014,2,3,479.3,7,,C
2014,2,3,479.37,19,,C
2014,2,4,479.27,7,,S
2014,2,4,479.24,19,,S
2014,2,5,479.24,7,,O
2014,2,5,479.19,19,,O
2014,2,6,479.13,7,,O
2014,2,6,479.08,19,,O
2014,2,7,479.06,7,,O
2014,2,7,479.01,19,,O
2014,2,8,478.96,7,,O
2014,2,8,478.91,19,,O
2014,2,9,478.9,7,,O
2014,2,9,478.85,19,,O
2014,2,10,478.84,7,,O
2014,2,10,478.83,19,,O
2014,2,11,478.83,7,,O
2014,2,11,478.82,19,,O
2014,2,12,478.8,7,,O
2014,2,12,478.77,19,,O
2014,2,13,478.75,7,,O
2014,2,13,478.7,19,,O
2014,2,14,478.7,7,,O
2014,2,14,478.68,19,,O
2014,2,15,478.68,7,,S
2014,2,15,478.65,19,,S
2014,2,16,478.65,7,,O
2014,2,16,478.61,19,,O
2014,2,17,478.58,7,,O
2014,2,17,478.54,19,,O
2014,2,18,478.54,7,,O
2014,2,18,478.5,19,,O
2014,2,19,478.47,7,6,C
2014,2,19,478.47,19,2,C
2014,2,20,478.47,7,,C
2014,2,20,478.47,19,,C
2014,2,21,478.47,7,,C
2014,2,21,478.43,19,,C
2014,2,22,478.43,7,,O
2014,2,22,478.4,19,,O
2014,2,23,478.39,7,,O
2014,2,23,478.36,19,,O
2014,2,24,478.36,7,,O
2014,2,24,478.34,19,,O
2014,2,25,478.34,7,,O
2014,2,25,478.34,19,,O
2014,2,26,478.34,7,,C
2014,2,26,478.3,19,,C
2014,2,27,478.29,7,,O
2014,2,27,478.25,19,,O
2014,2,28,478.22,7,,O
2014,2,28,478.18,19,,O
2014,3,1,478.18,7,,O
2014,3,1,478.14,19,,O
2014,3,2,478.14,7,,O
2014,3,2,478.11,19,,O
2014,3,3,478.05,7,,O
2014,3,3,478.03,19,,O
2014,3,4,478.01,7,,O
2014,3,4,477.98,19,,O
2014,3,5,477.96,7,,O
2014,3,5,477.91,19,,O
2014,3,6,477.88,7,,O
2014,3,6,477.84,19,,O
2014,3,7,477.82,7,,O
2014,3,7,477.79,19,,O
2014,3,8,477.79,7,,O
2014,3,8,477.76,19,,O
2014,3,9,477.76,7,,O
2014,3,9,477.73,19,,O
2014,3,10,477.73,7,,O
2014,3,10,477.71,19,,O
2014,3,11,477.71,7,,O
2014,3,11,477.66,19,,O
2014,3,12,477.66,7,,O
